source_file,sheet_name,row_number,severity,field,code,message
Last 90 Day of Lending Activity(27).xlsx,Sheet1,66,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(27).xlsx,Sheet1,75,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(27).xlsx,Sheet1,84,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(27).xlsx,Sheet1,87,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(27).xlsx,Sheet1,105,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(27).xlsx,Sheet1,111,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(27).xlsx,Sheet1,162,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(27).xlsx,Sheet1,164,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(28).xlsx,Sheet1,1,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(28).xlsx,Sheet1,24,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(28).xlsx,Sheet1,50,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(28).xlsx,Sheet1,80,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(28).xlsx,Sheet1,91,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(28).xlsx,Sheet1,101,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(28).xlsx,Sheet1,105,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(28).xlsx,Sheet1,125,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(28).xlsx,Sheet1,131,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(28).xlsx,Sheet1,194,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(28).xlsx,Sheet1,196,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(29).xlsx,Sheet1,3,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(29).xlsx,Sheet1,26,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(29).xlsx,Sheet1,53,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(29).xlsx,Sheet1,83,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(29).xlsx,Sheet1,94,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(29).xlsx,Sheet1,104,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(29).xlsx,Sheet1,108,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(29).xlsx,Sheet1,128,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(29).xlsx,Sheet1,134,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(3).xlsx,Sheet1,10,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(3).xlsx,Sheet1,18,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(3).xlsx,Sheet1,21,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(3).xlsx,Sheet1,22,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(3).xlsx,Sheet1,25,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(3).xlsx,Sheet1,46,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(3).xlsx,Sheet1,51,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(3).xlsx,Sheet1,60,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(3).xlsx,Sheet1,61,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(3).xlsx,Sheet1,72,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(3).xlsx,Sheet1,74,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(3).xlsx,Sheet1,76,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(3).xlsx,Sheet1,106,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(3).xlsx,Sheet1,119,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(3).xlsx,Sheet1,121,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(3).xlsx,Sheet1,126,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(3).xlsx,Sheet1,136,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(3).xlsx,Sheet1,154,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(3).xlsx,Sheet1,159,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(3).xlsx,Sheet1,174,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(3).xlsx,Sheet1,179,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(3).xlsx,Sheet1,185,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(3).xlsx,Sheet1,186,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(3).xlsx,Sheet1,191,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(3).xlsx,Sheet1,192,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(3).xlsx,Sheet1,197,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(3).xlsx,Sheet1,204,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(3).xlsx,Sheet1,211,error,lvr,non_positive_lvr,LVR should be greater than zero.
Last 90 Day of Lending Activity(3).xlsx,Sheet1,218,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(30).xlsx,Sheet1,1,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(30).xlsx,Sheet1,9,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(30).xlsx,Sheet1,32,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(30).xlsx,Sheet1,59,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(30).xlsx,Sheet1,91,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(30).xlsx,Sheet1,102,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(30).xlsx,Sheet1,112,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(30).xlsx,Sheet1,116,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(30).xlsx,Sheet1,136,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(30).xlsx,Sheet1,142,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(31).xlsx,Sheet1,4,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(31).xlsx,Sheet1,12,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(31).xlsx,Sheet1,38,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(31).xlsx,Sheet1,72,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(31).xlsx,Sheet1,112,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(31).xlsx,Sheet1,123,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(31).xlsx,Sheet1,133,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(31).xlsx,Sheet1,137,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(31).xlsx,Sheet1,157,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(31).xlsx,Sheet1,163,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(32).xlsx,Sheet1,18,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(32).xlsx,Sheet1,26,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(32).xlsx,Sheet1,52,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(32).xlsx,Sheet1,86,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(32).xlsx,Sheet1,126,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(32).xlsx,Sheet1,137,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(32).xlsx,Sheet1,147,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(32).xlsx,Sheet1,151,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(32).xlsx,Sheet1,171,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(33).xlsx,Sheet1,8,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(33).xlsx,Sheet1,12,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(33).xlsx,Sheet1,20,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(33).xlsx,Sheet1,33,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(33).xlsx,Sheet1,46,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(33).xlsx,Sheet1,47,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(33).xlsx,Sheet1,73,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(33).xlsx,Sheet1,107,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(33).xlsx,Sheet1,147,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(33).xlsx,Sheet1,158,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(33).xlsx,Sheet1,168,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(33).xlsx,Sheet1,172,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(34).xlsx,Sheet1,12,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(34).xlsx,Sheet1,16,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(34).xlsx,Sheet1,24,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(34).xlsx,Sheet1,37,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(34).xlsx,Sheet1,50,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(34).xlsx,Sheet1,51,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(34).xlsx,Sheet1,76,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(34).xlsx,Sheet1,110,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(34).xlsx,Sheet1,150,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(34).xlsx,Sheet1,160,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(35).xlsx,Sheet1,13,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(35).xlsx,Sheet1,24,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(35).xlsx,Sheet1,28,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(35).xlsx,Sheet1,36,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(35).xlsx,Sheet1,49,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(35).xlsx,Sheet1,63,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(35).xlsx,Sheet1,64,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(35).xlsx,Sheet1,89,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(35).xlsx,Sheet1,123,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(36).xlsx,Sheet1,1,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(36).xlsx,Sheet1,24,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(36).xlsx,Sheet1,38,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(36).xlsx,Sheet1,42,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(36).xlsx,Sheet1,50,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(36).xlsx,Sheet1,65,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(36).xlsx,Sheet1,79,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(36).xlsx,Sheet1,80,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(36).xlsx,Sheet1,105,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(36).xlsx,Sheet1,139,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(37).xlsx,Sheet1,26,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(37).xlsx,Sheet1,50,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(37).xlsx,Sheet1,65,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(37).xlsx,Sheet1,69,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(37).xlsx,Sheet1,77,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(37).xlsx,Sheet1,94,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(37).xlsx,Sheet1,108,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(37).xlsx,Sheet1,109,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(38).xlsx,Sheet1,5,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(38).xlsx,Sheet1,46,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(38).xlsx,Sheet1,71,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(38).xlsx,Sheet1,89,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(38).xlsx,Sheet1,93,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(38).xlsx,Sheet1,101,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(38).xlsx,Sheet1,119,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(38).xlsx,Sheet1,134,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(38).xlsx,Sheet1,135,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(39).xlsx,Sheet1,8,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(39).xlsx,Sheet1,12,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(39).xlsx,Sheet1,25,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(39).xlsx,Sheet1,67,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(39).xlsx,Sheet1,74,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(39).xlsx,Sheet1,96,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(39).xlsx,Sheet1,115,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(39).xlsx,Sheet1,120,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(39).xlsx,Sheet1,128,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(39).xlsx,Sheet1,146,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(39).xlsx,Sheet1,161,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(4).xlsx,Sheet1,18,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(4).xlsx,Sheet1,26,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(4).xlsx,Sheet1,29,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(4).xlsx,Sheet1,30,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(4).xlsx,Sheet1,33,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(4).xlsx,Sheet1,54,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(4).xlsx,Sheet1,59,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(4).xlsx,Sheet1,68,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(4).xlsx,Sheet1,69,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(4).xlsx,Sheet1,80,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(4).xlsx,Sheet1,82,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(4).xlsx,Sheet1,84,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(4).xlsx,Sheet1,114,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(4).xlsx,Sheet1,127,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(4).xlsx,Sheet1,129,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(4).xlsx,Sheet1,147,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(4).xlsx,Sheet1,150,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(4).xlsx,Sheet1,151,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(4).xlsx,Sheet1,158,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(4).xlsx,Sheet1,163,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(4).xlsx,Sheet1,174,error,lvr,non_positive_lvr,LVR should be greater than zero.
Last 90 Day of Lending Activity(4).xlsx,Sheet1,181,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(5).xlsx,Sheet1,12,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(5).xlsx,Sheet1,28,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(5).xlsx,Sheet1,37,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(5).xlsx,Sheet1,40,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(5).xlsx,Sheet1,41,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(5).xlsx,Sheet1,44,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(5).xlsx,Sheet1,65,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(5).xlsx,Sheet1,70,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(5).xlsx,Sheet1,79,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(5).xlsx,Sheet1,80,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(5).xlsx,Sheet1,91,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(5).xlsx,Sheet1,93,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(5).xlsx,Sheet1,95,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(5).xlsx,Sheet1,125,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(5).xlsx,Sheet1,144,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(5).xlsx,Sheet1,148,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(5).xlsx,Sheet1,156,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(5).xlsx,Sheet1,161,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(5).xlsx,Sheet1,172,error,lvr,non_positive_lvr,LVR should be greater than zero.
Last 90 Day of Lending Activity(5).xlsx,Sheet1,179,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(6).xlsx,Sheet1,2,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(6).xlsx,Sheet1,22,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(6).xlsx,Sheet1,38,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(6).xlsx,Sheet1,47,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(6).xlsx,Sheet1,50,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(6).xlsx,Sheet1,51,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(6).xlsx,Sheet1,54,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(6).xlsx,Sheet1,75,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(6).xlsx,Sheet1,80,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(6).xlsx,Sheet1,89,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(6).xlsx,Sheet1,90,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(6).xlsx,Sheet1,101,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(6).xlsx,Sheet1,103,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(6).xlsx,Sheet1,105,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(6).xlsx,Sheet1,153,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(6).xlsx,Sheet1,156,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(6).xlsx,Sheet1,159,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(6).xlsx,Sheet1,169,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(6).xlsx,Sheet1,174,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(6).xlsx,Sheet1,186,error,lvr,non_positive_lvr,LVR should be greater than zero.
Last 90 Day of Lending Activity(6).xlsx,Sheet1,193,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(7).xlsx,Sheet1,5,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(7).xlsx,Sheet1,9,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(7).xlsx,Sheet1,18,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(7).xlsx,Sheet1,20,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(7).xlsx,Sheet1,22,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(7).xlsx,Sheet1,33,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(7).xlsx,Sheet1,59,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(7).xlsx,Sheet1,61,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(7).xlsx,Sheet1,79,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(7).xlsx,Sheet1,89,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(7).xlsx,Sheet1,91,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(7).xlsx,Sheet1,96,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(7).xlsx,Sheet1,97,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(7).xlsx,Sheet1,119,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(7).xlsx,Sheet1,122,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(7).xlsx,Sheet1,134,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(7).xlsx,Sheet1,135,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(7).xlsx,Sheet1,149,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(7).xlsx,Sheet1,152,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(7).xlsx,Sheet1,155,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(7).xlsx,Sheet1,188,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(7).xlsx,Sheet1,190,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(7).xlsx,Sheet1,203,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(8).xlsx,Sheet1,4,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(8).xlsx,Sheet1,6,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(8).xlsx,Sheet1,7,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(8).xlsx,Sheet1,22,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(8).xlsx,Sheet1,23,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(8).xlsx,Sheet1,36,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(8).xlsx,Sheet1,37,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(8).xlsx,Sheet1,47,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(8).xlsx,Sheet1,60,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(8).xlsx,Sheet1,73,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(8).xlsx,Sheet1,76,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(8).xlsx,Sheet1,79,error,lvr,missing_lvr,LVR is missing or invalid.
